model,search_stage,training_source,training_rows,best_parameters,precision_attack_mean,precision_attack_std,recall_attack_mean,recall_attack_std,f1_attack_mean,f1_attack_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,elapsed_minutes,model_size_mb,model_file
random_forest,search_01_initial,cicids2017,235490,"{""classifier__max_depth"": null, ""classifier__min_samples_leaf"": 1, ""classifier__n_estimators"": 200}",0.9817445708270535,0.0017595272167098748,0.9931632182229124,0.0014027883427352398,0.9874190497163351,0.0008544869889731253,0.9949382139368975,0.0003454023424801517,0.9942725941480131,0.0006319979750326189,7.325895359999655,6.327160835266113,cicids2017.joblib
random_forest,search_01_initial,unsw_nb15,235490,"{""classifier__max_depth"": 20, ""classifier__min_samples_leaf"": 5, ""classifier__n_estimators"": 200}",0.9433357895729337,0.001518542804649334,0.9974521256104965,0.0005200412865083852,0.9696388150240487,0.0008572929808219899,0.9875069005053293,0.00036197220809588363,0.991236357818574,0.00034591730100528163,6.8585640999993,8.007954597473145,unsw_nb15.joblib
random_forest,search_01_initial,iot23,235490,"{""classifier__max_depth"": 10, ""classifier__min_samples_leaf"": 1, ""classifier__n_estimators"": 100}",0.9998503701923702,0.00010899824721686635,0.9933754963822728,0.0009049500416022868,0.9966022299455488,0.00048305540659031115,0.9986453777230455,0.00019198529968078272,0.9966691699216422,0.00045892071117629264,4.192716741666663,0.3863258361816406,iot23.joblib
random_forest,search_01_initial,cicids2017_unsw_nb15,470980,"{""classifier__max_depth"": 20, ""classifier__min_samples_leaf"": 1, ""classifier__n_estimators"": 200}",0.9622820309757598,0.0010739695148076732,0.9926323836500803,0.0008646879508559764,0.9772214204489493,0.000880367706765909,0.9907448299290842,0.0003589079306188411,0.9914526629225822,0.0005307254559557481,17.671274873332973,14.953315734863281,cicids2017_unsw_nb15.joblib
random_forest,search_01_initial,cicids2017_iot23,470980,"{""classifier__max_depth"": null, ""classifier__min_samples_leaf"": 1, ""classifier__n_estimators"": 200}",0.9896130602438333,0.0006997926077457405,0.9931844259925624,0.0007110327161790151,0.9913951984741065,0.000414717378741701,0.9965518705677523,0.00016615565456296194,0.9952890794820621,0.0003379168188950824,15.130308786666138,8.086114883422852,cicids2017_iot23.joblib
random_forest,search_01_initial,unsw_nb15_iot23,470980,"{""classifier__max_depth"": 20, ""classifier__min_samples_leaf"": 5, ""classifier__n_estimators"": 100}",0.9705614334728855,0.0006383222571805696,0.995052863864083,0.0006667468540115438,0.9826544062269154,0.0005164828339053362,0.9929742239585545,0.00020915725263962446,0.993753713602264,0.00036153069990258233,12.290684065000582,4.368348121643066,unsw_nb15_iot23.joblib
