model,search_stage,training_source,training_rows,n_splits,random_state,params,mean_test_precision_attack,std_test_precision_attack,mean_test_recall_attack,std_test_recall_attack,mean_test_f1_attack,std_test_f1_attack,mean_test_accuracy,std_test_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,mean_fit_time,rank_test_f1_attack
linear_svm,search_01_initial,unsw_nb15_iot23,470980,5,1,{'classifier__C': 100.0},0.9480114983530621,0.0010494139696945184,0.9040405000738744,0.0016296181307539235,0.9255033886849031,0.0011610145193594594,0.9708926069047518,0.00044168337736772047,0.9458230661121156,0.0008686296002305032,13.531202697753907,1
linear_svm,search_01_initial,unsw_nb15_iot23,470980,5,1,{'classifier__C': 10.0},0.9479956530272091,0.001061333535877215,0.9039449536011317,0.0016841620047258498,0.92544576196819,0.0012050765478592571,0.9708713745806616,0.0004581658073571669,0.9457739658590107,0.0009004921420486258,17.24717812538147,2
linear_svm,search_01_initial,unsw_nb15_iot23,470980,5,1,{'classifier__C': 1.0},0.9479162992139993,0.0010733040787521352,0.903265519906135,0.0017753493355352533,0.925051706602062,0.0012526298791596328,0.9707269947768482,0.0004751773259528772,0.9454289409269677,0.0009454679359480516,17.87777910232544,3
linear_svm,search_01_initial,unsw_nb15_iot23,470980,5,1,{'classifier__C': 0.1},0.9476121098463066,0.0012415221604838184,0.8977345021829292,0.002085277016330807,0.9219983286229061,0.0014908024914921884,0.9696207906917491,0.0005636212313085458,0.9426634321181947,0.0011164472629822978,20.170033407211303,4
linear_svm,search_01_initial,unsw_nb15_iot23,470980,5,1,{'classifier__C': 0.01},0.9195081628532937,0.001998694786849337,0.8721283309266396,0.003590336525253155,0.8951906860896418,0.0027990720095187644,0.9591575013801013,0.0010533116092954363,0.926521562755456,0.0020007243229410547,12.700145244598389,5
