model,search_stage,training_source,training_rows,n_splits,random_state,params,mean_test_precision_attack,std_test_precision_attack,mean_test_recall_attack,std_test_recall_attack,mean_test_f1_attack,std_test_f1_attack,mean_test_accuracy,std_test_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,mean_fit_time,rank_test_f1_attack
xgboost,search_01_initial,iot23,235490,5,1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 3, 'classifier__n_estimators': 200}",0.9996580829323556,0.00018389654725679204,0.9933967345670955,0.0008765669234307719,0.9965174164456811,0.0004981783746583309,0.9986114060045013,0.00019808745661709874,0.9966559026776236,0.0004514731984356576,3.7810497760772703,1
xgboost,search_01_initial,iot23,235490,5,1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 3, 'classifier__n_estimators': 100}",0.9997008179350534,0.00012463488750437377,0.9933542694679792,0.000884765947848043,0.9965172586960203,0.0004725926365369191,0.9986114060045012,0.00018780707790137238,0.99663997826544,0.00044853659818715506,2.303451681137085,2
xgboost,search_01_initial,iot23,235490,5,1,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 3, 'classifier__n_estimators': 200}",0.9997221717422166,0.00014498390426389266,0.9933330380454739,0.0009044106153919081,0.9965171781396689,0.0004880036275286306,0.9986114060045013,0.0001939477217150569,0.9966320165524356,0.00045954610268938046,3.8684412002563477,3
xgboost,search_01_initial,iot23,235490,5,1,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 6, 'classifier__n_estimators': 200}",0.9997221329577396,0.00010910503825501051,0.9933118021147569,0.0009425140345950512,0.9965064700532247,0.000516386502686468,0.9986071595396833,0.000205240918486454,0.9966213985166383,0.0004815033206950157,5.613295984268189,4
xgboost,search_01_initial,iot23,235490,5,1,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 6, 'classifier__n_estimators': 100}",0.9997221238116689,0.00010911759678893028,0.9932905706922517,0.000962385023028117,0.9964957733229951,0.0005271081534100915,0.9986029130748652,0.00020950182824820408,0.9966107828053856,0.000491632952189512,3.0665164947509767,5
xgboost,search_01_initial,iot23,235490,5,1,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 6, 'classifier__n_estimators': 200}",0.9996580737218419,0.00012471077388494762,0.9933330335372623,0.0009670707621312154,0.9964853068529322,0.0005201657422532528,0.9985986666100471,0.00020672914254765774,0.996624052162707,0.0004913537928545702,5.194173431396484,6
xgboost,search_01_initial,iot23,235490,5,1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 6, 'classifier__n_estimators': 200}",0.9996794069996475,0.00013528491272685788,0.9933118043688628,0.0009328770851120313,0.9964852491224117,0.0005145816359033688,0.9985986666100471,0.0002045368309277102,0.9966160917176335,0.00047719138761153523,3.3362249374389648,7
xgboost,search_01_initial,iot23,235490,5,1,"{'classifier__learning_rate': 0.3, 'classifier__max_depth': 6, 'classifier__n_estimators': 100}",0.9996580234765492,0.00015719544626021788,0.9932905706922517,0.000962385023028117,0.9964639362207022,0.0005400698371662469,0.9985901736804111,0.00021468809137993174,0.9966028208106407,0.0004945218994140616,2.7244306087493895,8
xgboost,search_01_initial,iot23,235490,5,1,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 6, 'classifier__n_estimators': 100}",0.9997434982125689,0.00010905212624193089,0.993205638239913,0.0009544108606321699,0.9964636366175214,0.0005087096062525127,0.9985901736804109,0.00020214243042864237,0.9965709705774646,0.0004838438660221347,2.8165817737579344,9
xgboost,search_01_initial,iot23,235490,5,1,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 3, 'classifier__n_estimators': 100}",0.999764842861399,8.005412408264321e-05,0.9930782451966695,0.0009217208218155422,0.9964101258583969,0.0004823570351955067,0.9985689413563209,0.0001916092262546682,0.9965099282654082,0.00046516898465142356,2.40289568901062,10
xgboost,search_01_initial,iot23,235490,5,1,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 3, 'classifier__n_estimators': 200}",0.9998075436570939,8.015776389096958e-05,0.9930357800975532,0.0009270936608165752,0.9964099704312778,0.0005020135749248591,0.9985689413563209,0.0001994482749299916,0.9964940037827856,0.00047226605777900195,4.608961868286133,11
xgboost,search_01_initial,iot23,235490,5,1,"{'classifier__learning_rate': 0.05, 'classifier__max_depth': 3, 'classifier__n_estimators': 100}",0.9998284892597258,8.595347789691877e-05,0.9907427053191713,0.0012693661377800218,0.9952645010901426,0.0006794781287507039,0.9981145696207907,0.0002693745216723203,0.9953501203918428,0.0006443336920330448,2.701224660873413,12
