model,search_stage,training_source,training_rows,n_splits,random_state,params,mean_test_precision_attack,std_test_precision_attack,mean_test_recall_attack,std_test_recall_attack,mean_test_f1_attack,std_test_f1_attack,mean_test_accuracy,std_test_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,mean_fit_time,rank_test_f1_attack
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1}",0.9630337710596024,0.0013189865487936957,0.9818038949782203,0.0009967454515013743,0.9723281431469575,0.0011263266439133469,0.9888233045989214,0.00045693421634366286,0.9861910260393246,0.0006523331525652426,6.758133220672607,1
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': 20, 'classifier__min_samples_leaf': 10}",0.962164977027929,0.0014756125846609256,0.9815809458830322,0.0008388843401845601,0.9717754988847058,0.000993606827855948,0.9885961187311564,0.0004062204734361413,0.985965427453895,0.000526203743650583,6.221436929702759,2
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': 20, 'classifier__min_samples_leaf': 5}",0.9627125093040159,0.0011604569304025966,0.980975827238273,0.0009369619948674646,0.9717583102264443,0.001032352440550144,0.9885961187311564,0.0004183037282827793,0.9857385083494847,0.0006092070749558591,5.90533218383789,3
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 10}",0.9630180632169096,0.0014375964473215316,0.9791392365005107,0.0009959987356103078,0.9710113498662004,0.0010783092818201028,0.9883073591235296,0.00043831252047514275,0.9848693127054096,0.000617290696898616,4.62357530593872,4
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': 10, 'classifier__min_samples_leaf': 1}",0.9570598566211874,0.0009335782152918684,0.9840651513568602,0.0008393451277960838,0.9703743088307378,0.0006770424142049716,0.9879825045649497,0.00027577511599841847,0.9865134986957071,0.00045201315182750437,5.439737701416016,5
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': 10, 'classifier__min_samples_leaf': 5}",0.9568115719857492,0.0009089972295986773,0.9842668538151363,0.0005681714580102987,0.9703447357941319,0.0005347138131192737,0.9879676419380866,0.0002202028478910181,0.9865798474369395,0.0003024998756697849,5.103666687011719,6
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': 10, 'classifier__min_samples_leaf': 10}",0.9569512163778576,0.0009186539897213759,0.9838315910583919,0.0007746434794047516,0.9702049579364068,0.0006638909398824127,0.9879145611278611,0.0002707100505415917,0.9863834483439161,0.00042667538129517035,5.097203493118286,7
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 5}",0.9644735308589679,0.001428213697813485,0.9752430969138535,0.0010282729085356944,0.9698277503549132,0.0009544212812563953,0.9878636035500445,0.00038747682600604973,0.9831309122604013,0.0005733219236664721,5.482773876190185,8
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 1}",0.9654171700235439,0.0013296518607174832,0.9708586109427195,0.0013298574659821808,0.9681298633376626,0.001182493696710008,0.9872160176652937,0.00047445574871488397,0.9810819873286114,0.0007726996625962897,6.609343004226685,9
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': 5, 'classifier__min_samples_leaf': 1}",0.9373452786352804,0.0010641576316698829,0.8792517887352309,0.0018652522260339686,0.9073691678161048,0.0014136897562362926,0.9640961399634804,0.0005302132638841341,0.9322795099187436,0.0010231567054569987,3.595481443405151,10
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': 5, 'classifier__min_samples_leaf': 5}",0.9373452786352804,0.0010641576316698829,0.8792517887352309,0.0018652522260339686,0.9073691678161048,0.0014136897562362926,0.9640961399634804,0.0005302132638841341,0.9322795099187436,0.0010231567054569987,3.7057677268981934,10
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': 5, 'classifier__min_samples_leaf': 10}",0.9371960413276185,0.0011749745809132256,0.8792411730239783,0.0018738430120635496,0.9072936572551817,0.0014803369943591435,0.9640642914773452,0.0005581719155170235,0.9322556237936258,0.0010442237989329792,3.3347983837127684,12
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': 3, 'classifier__min_samples_leaf': 5}",0.9196568964248859,0.0013926019193774128,0.43258734337191146,0.003869945570819541,0.588391533071372,0.0035633144889530557,0.8789587668266169,0.000704087685561157,0.711569479170725,0.001884633235605507,2.6882448196411133,13
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': 3, 'classifier__min_samples_leaf': 1}",0.9196568964248859,0.0013926019193774128,0.43258734337191146,0.003869945570819541,0.588391533071372,0.0035633144889530557,0.8789587668266169,0.000704087685561157,0.711569479170725,0.001884633235605507,2.59682297706604,13
decision_tree,search_01_initial,cicids2017_unsw_nb15,470980,5,1,"{'classifier__max_depth': 3, 'classifier__min_samples_leaf': 10}",0.9196568964248859,0.0013926019193774128,0.43258734337191146,0.003869945570819541,0.588391533071372,0.0035633144889530557,0.8789587668266169,0.000704087685561157,0.711569479170725,0.001884633235605507,2.574669694900513,13
